ChargePeriodStart,ChargePeriodEnd,BillingCurrency,EffectiveCost,BilledCost,ChargeCategory,ChargeDescription,ServiceName,ServiceCategory,RegionId,SubAccountId,ResourceId,ResourceType,SkuId,PricingQuantity,PricingUnit
2024-09-11T11:00:00.000Z,2024-09-11T12:00:00.000Z,USD,19.44,19.44,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,48600000,Requests
2024-09-11T12:00:00.000Z,2024-09-11T13:00:00.000Z,USD,29.24,29.24,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,73100000,Requests
2024-09-11T13:00:00.000Z,2024-09-11T14:00:00.000Z,USD,27.62,27.62,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,69050000,Requests
2024-09-11T14:00:00.000Z,2024-09-11T15:00:00.000Z,USD,27.28,27.28,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,68200000,Requests
2024-09-11T15:00:00.000Z,2024-09-11T16:00:00.000Z,USD,22.62,22.62,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,56550000,Requests
2024-09-11T16:00:00.000Z,2024-09-11T17:00:00.000Z,USD,29.39,29.39,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,73475000,Requests
2024-09-11T17:00:00.000Z,2024-09-11T18:00:00.000Z,USD,34.39,34.39,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,85975000,Requests
2024-09-11T18:00:00.000Z,2024-09-11T19:00:00.000Z,USD,29.36,29.36,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,73400000,Requests
2024-09-11T19:00:00.000Z,2024-09-11T20:00:00.000Z,USD,14.41,14.41,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,36025000,Requests
2024-09-11T20:00:00.000Z,2024-09-11T21:00:00.000Z,USD,16.74,16.74,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,41850000,Requests
2024-09-11T21:00:00.000Z,2024-09-11T22:00:00.000Z,USD,8.33,8.33,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,20825000,Requests
2024-09-11T22:00:00.000Z,2024-09-11T23:00:00.000Z,USD,8.53,8.53,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,21325000,Requests
2024-09-11T23:00:00.000Z,2024-09-12T00:00:00.000Z,USD,7.93,7.93,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,19825000,Requests
2024-09-12T00:00:00.000Z,2024-09-12T01:00:00.000Z,USD,18.8,18.8,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,47000000,Requests
2024-09-12T01:00:00.000Z,2024-09-12T02:00:00.000Z,USD,11.38,11.38,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,28450000,Requests
2024-09-12T02:00:00.000Z,2024-09-12T03:00:00.000Z,USD,9.36,9.36,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,23400000,Requests
2024-09-12T03:00:00.000Z,2024-09-12T04:00:00.000Z,USD,7.43,7.43,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,18575000,Requests
2024-09-12T04:00:00.000Z,2024-09-12T05:00:00.000Z,USD,10.21,10.21,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,25525000,Requests
2024-09-12T05:00:00.000Z,2024-09-12T06:00:00.000Z,USD,14.83,14.83,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,37075000,Requests
2024-09-12T06:00:00.000Z,2024-09-12T07:00:00.000Z,USD,10.41,10.41,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,26025000,Requests
2024-09-12T07:00:00.000Z,2024-09-12T08:00:00.000Z,USD,10.26,10.26,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,25650000,Requests
2024-09-12T08:00:00.000Z,2024-09-12T09:00:00.000Z,USD,27.9,27.9,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,69750000,Requests
2024-09-12T09:00:00.000Z,2024-09-12T10:00:00.000Z,USD,18.79,18.79,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,46975000,Requests
2024-09-12T10:00:00.000Z,2024-09-12T11:00:00.000Z,USD,23.8,23.8,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,59500000,Requests
2024-09-12T11:00:00.000Z,2024-09-12T12:00:00.000Z,USD,26.51,26.51,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,66275000,Requests
2024-09-12T12:00:00.000Z,2024-09-12T13:00:00.000Z,USD,27.85,27.85,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,69625000,Requests
2024-09-12T13:00:00.000Z,2024-09-12T14:00:00.000Z,USD,12.79,12.79,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,31975000,Requests
2024-09-12T14:00:00.000Z,2024-09-12T15:00:00.000Z,USD,25.38,25.38,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,63450000,Requests
2024-09-12T15:00:00.000Z,2024-09-12T16:00:00.000Z,USD,34.84,34.84,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,87100000,Requests
2024-09-12T16:00:00.000Z,2024-09-12T17:00:00.000Z,USD,28.8,28.8,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,72000000,Requests
2024-09-12T17:00:00.000Z,2024-09-12T18:00:00.000Z,USD,29.49,29.49,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,73725000,Requests
2024-09-12T18:00:00.000Z,2024-09-12T19:00:00.000Z,USD,14.65,14.65,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,36625000,Requests
2024-09-12T19:00:00.000Z,2024-09-12T20:00:00.000Z,USD,19.95,19.95,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,49875000,Requests
2024-09-12T20:00:00.000Z,2024-09-12T21:00:00.000Z,USD,12.54,12.54,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,31350000,Requests
2024-09-12T21:00:00.000Z,2024-09-12T22:00:00.000Z,USD,13.97,13.97,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,34925000,Requests
2024-09-12T22:00:00.000Z,2024-09-12T23:00:00.000Z,USD,16.99,16.99,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,42475000,Requests
2024-09-12T23:00:00.000Z,2024-09-13T00:00:00.000Z,USD,14.36,14.36,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,35900000,Requests
2024-09-13T00:00:00.000Z,2024-09-13T01:00:00.000Z,USD,13.99,13.99,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,34975000,Requests
2024-09-13T01:00:00.000Z,2024-09-13T02:00:00.000Z,USD,11.31,11.31,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,28275000,Requests
2024-09-13T02:00:00.000Z,2024-09-13T03:00:00.000Z,USD,17.25,17.25,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,43125000,Requests
2024-09-13T03:00:00.000Z,2024-09-13T04:00:00.000Z,USD,10.58,10.58,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,26450000,Requests
2024-09-13T04:00:00.000Z,2024-09-13T05:00:00.000Z,USD,8.82,8.82,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,22050000,Requests
2024-09-13T05:00:00.000Z,2024-09-13T06:00:00.000Z,USD,16.87,16.87,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,42175000,Requests
2024-09-13T06:00:00.000Z,2024-09-13T07:00:00.000Z,USD,10.26,10.26,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,25650000,Requests
2024-09-13T07:00:00.000Z,2024-09-13T08:00:00.000Z,USD,7.38,7.38,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,18450000,Requests
2024-09-13T08:00:00.000Z,2024-09-13T09:00:00.000Z,USD,22.83,22.83,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,57075000,Requests
2024-09-13T09:00:00.000Z,2024-09-13T10:00:00.000Z,USD,15.54,15.54,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,38850000,Requests
2024-09-13T10:00:00.000Z,2024-09-13T11:00:00.000Z,USD,27.55,27.55,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,68875000,Requests
2024-09-13T11:00:00.000Z,2024-09-13T12:00:00.000Z,USD,19.98,19.98,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,49950000,Requests
2024-09-13T12:00:00.000Z,2024-09-13T13:00:00.000Z,USD,29.17,29.17,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,72925000,Requests
2024-09-13T13:00:00.000Z,2024-09-13T14:00:00.000Z,USD,31.39,31.39,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,78475000,Requests
2024-09-13T14:00:00.000Z,2024-09-13T15:00:00.000Z,USD,20.54,20.54,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,51350000,Requests
2024-09-13T15:00:00.000Z,2024-09-13T16:00:00.000Z,USD,26.88,26.88,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,67200000,Requests
2024-09-13T16:00:00.000Z,2024-09-13T17:00:00.000Z,USD,20.97,20.97,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,52425000,Requests
2024-09-13T17:00:00.000Z,2024-09-13T18:00:00.000Z,USD,27.29,27.29,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,68225000,Requests
2024-09-13T18:00:00.000Z,2024-09-13T19:00:00.000Z,USD,27.22,27.22,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,68050000,Requests
2024-09-13T19:00:00.000Z,2024-09-13T20:00:00.000Z,USD,19.36,19.36,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,48400000,Requests
2024-09-13T20:00:00.000Z,2024-09-13T21:00:00.000Z,USD,7.77,7.77,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,19425000,Requests
2024-09-13T21:00:00.000Z,2024-09-13T22:00:00.000Z,USD,16.44,16.44,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,41100000,Requests
2024-09-13T22:00:00.000Z,2024-09-13T23:00:00.000Z,USD,18.36,18.36,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,45900000,Requests
2024-09-13T23:00:00.000Z,2024-09-14T00:00:00.000Z,USD,11.36,11.36,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,28400000,Requests
2024-09-14T00:00:00.000Z,2024-09-14T01:00:00.000Z,USD,11.99,11.99,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,29975000,Requests
2024-09-14T01:00:00.000Z,2024-09-14T02:00:00.000Z,USD,6.85,6.85,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,17125000,Requests
2024-09-14T02:00:00.000Z,2024-09-14T03:00:00.000Z,USD,9.99,9.99,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,24975000,Requests
2024-09-14T03:00:00.000Z,2024-09-14T04:00:00.000Z,USD,11.88,11.88,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,29700000,Requests
2024-09-14T04:00:00.000Z,2024-09-14T05:00:00.000Z,USD,11.67,11.67,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,29175000,Requests
2024-09-14T05:00:00.000Z,2024-09-14T06:00:00.000Z,USD,6.2,6.2,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,15500000,Requests
2024-09-14T06:00:00.000Z,2024-09-14T07:00:00.000Z,USD,7.52,7.52,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,18800000,Requests
2024-09-14T07:00:00.000Z,2024-09-14T08:00:00.000Z,USD,12.97,12.97,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,32425000,Requests
2024-09-14T08:00:00.000Z,2024-09-14T09:00:00.000Z,USD,9.23,9.23,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,23075000,Requests
2024-09-14T09:00:00.000Z,2024-09-14T10:00:00.000Z,USD,12.81,12.81,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,32025000,Requests
2024-09-14T10:00:00.000Z,2024-09-14T11:00:00.000Z,USD,9.6,9.6,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,24000000,Requests
2024-09-14T11:00:00.000Z,2024-09-14T12:00:00.000Z,USD,13.28,13.28,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,33200000,Requests
2024-09-14T12:00:00.000Z,2024-09-14T13:00:00.000Z,USD,5.09,5.09,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,12725000,Requests
2024-09-14T13:00:00.000Z,2024-09-14T14:00:00.000Z,USD,10.58,10.58,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,26450000,Requests
2024-09-14T14:00:00.000Z,2024-09-14T15:00:00.000Z,USD,6.22,6.22,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,15550000,Requests
2024-09-14T15:00:00.000Z,2024-09-14T16:00:00.000Z,USD,5.3,5.3,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,13250000,Requests
2024-09-14T16:00:00.000Z,2024-09-14T17:00:00.000Z,USD,13.32,13.32,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,33300000,Requests
2024-09-14T17:00:00.000Z,2024-09-14T18:00:00.000Z,USD,9.02,9.02,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,22550000,Requests
2024-09-14T18:00:00.000Z,2024-09-14T19:00:00.000Z,USD,10.88,10.88,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,27200000,Requests
2024-09-14T19:00:00.000Z,2024-09-14T20:00:00.000Z,USD,11.96,11.96,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,29900000,Requests
2024-09-14T20:00:00.000Z,2024-09-14T21:00:00.000Z,USD,8.83,8.83,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,22075000,Requests
2024-09-14T21:00:00.000Z,2024-09-14T22:00:00.000Z,USD,8.51,8.51,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,21275000,Requests
2024-09-14T22:00:00.000Z,2024-09-14T23:00:00.000Z,USD,7.79,7.79,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,19475000,Requests
2024-09-14T23:00:00.000Z,2024-09-15T00:00:00.000Z,USD,4.59,4.59,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,11475000,Requests
2024-09-15T00:00:00.000Z,2024-09-15T01:00:00.000Z,USD,9.99,9.99,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,24975000,Requests
2024-09-15T01:00:00.000Z,2024-09-15T02:00:00.000Z,USD,12.64,12.64,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,31600000,Requests
2024-09-15T02:00:00.000Z,2024-09-15T03:00:00.000Z,USD,10.28,10.28,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,25700000,Requests
2024-09-15T03:00:00.000Z,2024-09-15T04:00:00.000Z,USD,9.05,9.05,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,22625000,Requests
2024-09-15T04:00:00.000Z,2024-09-15T05:00:00.000Z,USD,8.09,8.09,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,20225000,Requests
2024-09-15T05:00:00.000Z,2024-09-15T06:00:00.000Z,USD,10.58,10.58,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,26450000,Requests
2024-09-15T06:00:00.000Z,2024-09-15T07:00:00.000Z,USD,7.75,7.75,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,19375000,Requests
2024-09-15T07:00:00.000Z,2024-09-15T08:00:00.000Z,USD,10.42,10.42,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,26050000,Requests
2024-09-15T08:00:00.000Z,2024-09-15T09:00:00.000Z,USD,10.25,10.25,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,25625000,Requests
2024-09-15T09:00:00.000Z,2024-09-15T10:00:00.000Z,USD,11.37,11.37,Usage,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,Storage,us-east-1,11353890204,arn:aws:s3:::prod-image-layers,bucket,ZWQ6Q48CRJXX4FXE,28425000,Requests
